offer_id	first_day_exposition	last_day_exposition	last_price	floor	open_plan	rooms	studio	area	kitchen_area	living_area	agent_fee	renovation	offer_type	category_type	unified_address	building_id
5155955173265527808	2015-02-26T00:00:00+03:00	2018-08-20T00:00:00+03:00	18000.0	1	False	1	False	31.0	6.0	17.0	50.0		2	2	Россия, Санкт-Петербург, улица Софьи Ковалевской, 3к4	1913191560828152062
8450734046673179373	2018-06-10T00:00:00+03:00	2018-06-26T00:00:00+03:00	3050990.0	15	False	2	False	50.59	10.15				1	2	Россия, Санкт-Петербург, Лыжный переулок, 4к3	3174938286544503375
8986669555843999488	2016-02-21T00:00:00+03:00	2016-04-23T00:00:00+03:00	5100000.0	3	False	1	False	40.0	9.5	20.0		10.0	1	2	Россия, Санкт-Петербург, проспект Просвещения, 7к1	5932455266521364409
193030511578378241	2018-02-27T00:00:00+03:00	2018-06-03T00:00:00+03:00	15000.0	12	False	0	True	26.0			50.0		2	2	Россия, Ленинградская область, Всеволожский район, посёлок Мурино, улица Шувалова, 23	4237558241989658649
9174606537143964597	2016-08-19T00:00:00+03:00	2016-09-20T00:00:00+03:00	36000.0	4	False	2	False	49.0	28.0	16.0		0.0	2	2	Россия, Санкт-Петербург, Малая Подьяческая улица, 4	6781389803607105506
6279147802425570841	2017-06-05T00:00:00+03:00	2017-06-24T00:00:00+03:00	3250000.0	11	False	1	False	36.0	6.8	21.2		0.0	1	2	Россия, Санкт-Петербург, проспект Маршала Блюхера, 42	2551218063427564879
1032948023130529884	2015-05-19T00:00:00+03:00	2018-02-27T00:00:00+03:00	3350000.0	3	False	1	False	31.1					1	2	Россия, Санкт-Петербург, проспект Юрия Гагарина, 53	2101577208314194880
2720592953399658240	2017-07-10T00:00:00+03:00	2017-08-08T00:00:00+03:00	16000.0	4	False	0	True	28.0			50.0	11.0	2	2	Россия, Ленинградская область, Всеволожский район, посёлок Мурино, улица Шувалова, 7	9062539333794610735
7621245106350842847	2016-03-06T00:00:00+03:00	2018-03-01T00:00:00+03:00	3800000.0	17	False	1	False	41.0	10.0	15.0	0.0	11.0	1	2	Россия, Санкт-Петербург, посёлок Парголово, улица Фёдора Абрамова, 23к1	4731794338099306507
7521218898221102918	2016-12-22T00:00:00+03:00	2017-01-21T00:00:00+03:00	21000.0	14	False	1	False	40.0	10.0	18.0	50.0	0.0	2	2	Россия, Санкт-Петербург, Ленинский проспект, 84к2	1861668167106621752
5017140	2016-01-07T00:00:00+03:00	2016-01-13T00:00:00+03:00	26000.0	3	False	2	False	55.0	10.0	40.0	90.0	0.0	2	2	Россия, Санкт-Петербург, Будапештская улица, 87к2	5729094119176667461
5028522700621163166	2016-08-22T00:00:00+03:00	2016-10-30T00:00:00+03:00	5670000.0	2	False	1	False	36.2	9.0	17.5		0.0	1	2	Россия, Санкт-Петербург, Варшавская улица, 23к1	6532707473578054586
8979913629846276352	2018-08-15T00:00:00+03:00	2018-08-20T00:00:00+03:00	3850000.0	1	False	2	False	48.0					1	2	Россия, Санкт-Петербург, Колпино, Пролетарская улица, 91	6257656112400819490
8449861274772305937	2016-10-18T00:00:00+03:00	2017-05-19T00:00:00+03:00	35000.0	5	False	1	False	36.0	5.0	22.0	100.0	0.0	2	2	Россия, Санкт-Петербург, улица Академика Павлова, 7А	4854753293915394402
7463077488526316904	2016-04-07T00:00:00+03:00	2016-10-09T00:00:00+03:00	5400000.0	3	False	2	False	47.5	6.7	26.9		0.0	1	2	Россия, Санкт-Петербург, Дегтярная улица, 32-36	2314490472858637384
7060431165940668416	2016-03-14T00:00:00+03:00	2016-03-23T00:00:00+03:00	22000.0	9	False	1	False	43.0	11.0	31.0	50.0	3.0	2	2	Россия, Санкт-Петербург, улица Композиторов, 20А	1767710826726930088
6304244527681721857	2016-07-22T00:00:00+03:00	2016-07-30T00:00:00+03:00	17000.0	8	False	1	False	38.0	8.0	20.0	50.0	8.0	2	2	Россия, Санкт-Петербург, улица Савушкина, 132к2	3173654661061913537
3376106655834666643	2017-09-13T00:00:00+03:00	2017-09-24T00:00:00+03:00	45000.0	3	False	2	False	50.0	11.0	38.0	100.0	0.0	2	2	Россия, Санкт-Петербург, 9-я Советская улица, 16	4028958338109341256
437887058790156579	2015-07-15T00:00:00+03:00	2018-08-20T00:00:00+03:00	8590185.0	2	False	3	False	96.9	13.7	60.3		4.0	1	2	Россия, Санкт-Петербург, улица Адмирала Трибуца, 10	4057022322744352756
7340091001889670376	2017-12-02T00:00:00+03:00	2018-02-07T00:00:00+03:00	2950000.0	1	False	1	False	30.0	6.0	18.0	100.0		1	2	Россия, Санкт-Петербург, улица Подводника Кузьмина, 17	7398700174152257219
1561033542589794817	2018-05-15T00:00:00+03:00	2018-07-04T00:00:00+03:00	6300000.0	3	False	3	False	64.0					1	2	Россия, Санкт-Петербург, улица Ильюшина, 11	304687777104985506
9174606537144886936	2015-04-27T00:00:00+03:00	2018-01-18T00:00:00+03:00	19000.0	5	False	1	False	36.0	8.0	18.0	50.0		2	2	Россия, Санкт-Петербург, улица Карбышева, 6к1	605784277494435760
5916593335066589952	2018-06-02T00:00:00+03:00	2018-06-08T00:00:00+03:00	14000.0	2	False	1	False	38.0	9.0	18.0	60.0	3.0	2	2	Россия, Ленинградская область, Тосненский район, Тельмановское сельское поселение, посёлок Тельмана, 46к1	2610920870975083278
8798155820478035969	2018-02-06T00:00:00+03:00	2018-02-08T00:00:00+03:00	40000.0	2	False	1	False	45.1	14.5	16.6	0.0	1.0	2	2	Россия, Санкт-Петербург, 18-я линия Васильевского острова, 45	6801760714732919539
6645607821309732608	2018-05-06T00:00:00+03:00	2018-07-06T00:00:00+03:00	4990000.0	5	False	1	False	40.0					1	2	Россия, Санкт-Петербург, Сестрорецк, Гагаринская улица, 77к1	6639506243344962536
7672937126346250780	2017-07-01T00:00:00+03:00	2017-09-08T00:00:00+03:00	2600000.0	18	False	0	True	24.71		18.26	0.0	11.0	1	2	Россия, Санкт-Петербург, Комендантский проспект, 67	5684068456101521396
5152978751829020858	2018-04-16T00:00:00+03:00	2018-06-12T00:00:00+03:00	4190000.0	6	False	1	False	34.0	9.0	15.8		11.0	1	2	Россия, Санкт-Петербург, Выборгское шоссе, 35к1	848931414102870341
2554639205087687431	2017-02-16T00:00:00+03:00	2017-03-10T00:00:00+03:00	7950000.0	5	False	2	False	63.0	20.0	27.0		0.0	1	2	Россия, Санкт-Петербург, Вербная улица, 10	4493770036051937717
7542981568410619629	2015-07-05T00:00:00+03:00	2018-08-20T00:00:00+03:00	4100000.0	3	False	2	False	45.0	6.0	28.0			1	2	Россия, Санкт-Петербург, проспект Космонавтов, 19к4	9137473764455279486
8253226127532191233	2017-11-10T00:00:00+03:00	2017-12-02T00:00:00+03:00	3095000.0	20	False	1	False	36.0	9.0	17.5		10.0	1	2	Россия, Ленинградская область, Всеволожский район, Заневское городское поселение, деревня Кудрово, Пражская улица, 11	910258041198520099
2338452385071054336	2015-08-27T00:00:00+03:00	2016-04-06T00:00:00+03:00	4400000.0	3	False	2	False	45.0	6.0	27.0		11.0	1	2	Россия, Санкт-Петербург, Белградская улица, 44к1	8054725992711126757
1669974	2015-03-10T00:00:00+03:00	2018-07-06T00:00:00+03:00	4500000.0	5	False	2	False	50.0	9.0	30.1		3.0	1	2	Россия, Санкт-Петербург, проспект Испытателей, 20	8987777608055758477
6241824459622713600	2018-04-15T00:00:00+03:00	2018-07-27T00:00:00+03:00	80000.0	7	False	3	False	90.0		65.0	70.0	1.0	2	2	Россия, Санкт-Петербург, Средний проспект Васильевского острова, 85	5553660887271054549
3376106656893797232	2017-09-10T00:00:00+03:00	2017-09-11T00:00:00+03:00	36000.0	3	False	1	False	44.0	7.0	28.0	100.0	0.0	2	2	Россия, Санкт-Петербург, Литейный проспект, 13	7528309176946494010
8824874159570260080	2014-11-27T00:00:00+03:00	2017-05-24T00:00:00+03:00	6500000.0	13	False	2	False	60.0	14.4	30.5		2.0	1	2	Россия, Санкт-Петербург, Дунайский проспект, 7к7	921363686859019551
5308329	2016-02-04T00:00:00+03:00	2016-02-28T00:00:00+03:00	21000.0	10	False	1	False	50.0	16.0	22.0	90.0	3.0	2	2	Россия, Санкт-Петербург, улица Бутлерова, 11к1	738332777738848597
132804156999186858	2015-10-24T00:00:00+03:00	2016-07-07T00:00:00+03:00	6800000.0	1	False	2	False	58.0		30.4		0.0	1	2	Россия, Санкт-Петербург, Ярославский проспект, 12	8570827400048392196
5152214338702392119	2018-07-19T00:00:00+03:00	2018-08-20T00:00:00+03:00	10300000.0	2	False	2	False	75.0	7.0	43.0			1	2	Россия, Санкт-Петербург, 6-я линия Васильевского острова, 17	1474223892443793311
8270638212620420353	2018-07-02T00:00:00+03:00	2018-08-06T00:00:00+03:00	30000.0	11	False	2	False	58.0	9.3	32.7	0.0	11.0	2	2	Россия, Санкт-Петербург, Бухарестская улица, 146к3	6088926321586030669
9174606537142300915	2015-03-23T00:00:00+03:00	2017-10-21T00:00:00+03:00	14250000.0	4	False	2	False	71.0	14.0	37.0		0.0	1	2	Россия, Санкт-Петербург, Большая Посадская улица, 12	5346173331250139734
6298002471975375117	2014-12-18T00:00:00+03:00	2017-10-19T00:00:00+03:00	9630000.0	8	False	3	False	110.0	16.8	64.3		5.0	1	2	Россия, Ленинградская область, Всеволожский район, Заневское городское поселение, деревня Кудрово, Областная улица, 1	2363012398584709472
2003429960089203969	2017-01-25T00:00:00+03:00	2018-03-30T00:00:00+03:00	7650000.0	3	False	3	False	70.6					1	2	Россия, Санкт-Петербург, Пушкин, Малиновская улица, 17	3595340055557927683
6656111269286095104	2016-05-15T00:00:00+03:00	2016-12-20T00:00:00+03:00	3700000.0	2	False	2	False	48.0	8.0	30.0		1.0	1	2	Россия, Ленинградская область, Всеволожский район, поселок городского типа Кузьмоловский, улица Строителей, 3	1084874926263262007
6260945504882409268	2015-08-31T00:00:00+03:00	2017-01-17T00:00:00+03:00	3400000.0	3	False	2	False	54.0	9.0	30.0		0.0	1	2	Россия, Ленинградская область, Тосненское городское поселение, Тосно, улица Победы, 19	7381710367121360901
5565310413830626282	2018-06-19T00:00:00+03:00	2018-06-26T00:00:00+03:00	47000.0	2	False	0	True	119.0			100.0		2	2	Россия, Санкт-Петербург, Сестрорецк, улица Николая Соколова, 36	1977565170816603412
7628260672396725717	2017-03-02T00:00:00+03:00	2017-07-23T00:00:00+03:00	8200000.0	2	False	3	False	74.0				0.0	1	2	Россия, Санкт-Петербург, Московский проспект, 184	4373184457909325104
7340091001889611634	2017-11-21T00:00:00+03:00	2018-08-20T00:00:00+03:00	4890000.0	5	False	3	False	60.03	6.6	37.7	100.0		1	2	Россия, Санкт-Петербург, Кронштадт, улица Лебедева, 3	4270493238572068329
236598655592087336	2018-06-07T00:00:00+03:00	2018-08-20T00:00:00+03:00	22000.0	2	False	2	False	65.0	8.0	30.0	60.0	11.0	2	2	Россия, Санкт-Петербург, проспект Косыгина, 31к3	7337660136935753761
2967404686252460210	2017-11-20T00:00:00+03:00	2018-05-07T00:00:00+03:00	3520000.0	5	False	3	False	82.9	10.6	51.8			1	2	Россия, Ленинградская область, Всеволожский район, поселок городского типа имени Свердлова, микрорайон Овцино, Западный проезд, 12	380041790963410787
3970964163789611265	2017-03-02T00:00:00+03:00	2018-03-31T00:00:00+03:00	6200000.0	4	False	3	False	75.5					1	2	Россия, Санкт-Петербург, Гранитная улица, 18	2801196540137821331
6005449770233796608	2017-11-29T00:00:00+03:00	2018-02-07T00:00:00+03:00	5827000.0	5	False	3	False	78.89	15.0	44.5		2.0	1	2	Россия, Ленинградская область, Всеволожский район, Заневское городское поселение, городской посёлок Янино-1, улица Военный Городок, 1	4779907597850127192
7286144120148224001	2017-11-12T00:00:00+03:00	2018-01-23T00:00:00+03:00	3000000.0	6	False	1	False	28.0	5.0	14.0			1	2	Россия, Санкт-Петербург, проспект Просвещения, 78	6354249340138182952
6604354668836213249	2015-02-11T00:00:00+03:00	2018-08-20T00:00:00+03:00	6900000.0	3	False	3	False	82.5	9.0	60.0		2.0	1	2	Россия, Санкт-Петербург, Каменноостровский проспект, 50	5622402749203138813
248073326238279425	2015-06-21T00:00:00+03:00	2018-07-21T00:00:00+03:00	10400000.0	3	False	3	False	87.0	12.0	49.0			1	2	Россия, Санкт-Петербург, Кременчугская улица, 13к1	9078299753075955873
4690339909637168897	2017-01-24T00:00:00+03:00	2017-07-17T00:00:00+03:00	125000000.0	3	False	4	False	224.5	30.0	163.5		1.0	1	2	Россия, Санкт-Петербург, набережная Лейтенанта Шмидта, 33	1159449352749945106
3408088259561133568	2017-11-25T00:00:00+03:00	2018-08-20T00:00:00+03:00	26000.0	20	False	2	False	55.0	14.5	27.0	50.0	11.0	2	2	Россия, Санкт-Петербург, проспект Александровской Фермы, 8	8558908009649388670
9195706930173522944	2018-08-13T00:00:00+03:00	2018-08-20T00:00:00+03:00	8987555.0	4	False	4	False	114.0	12.0	81.3		3.0	1	2	Россия, Ленинградская область, Выборг, улица Северный Вал, 19	1070918407072957981
3528428384149414657	2016-03-18T00:00:00+03:00	2016-03-25T00:00:00+03:00	37000.0	9	False	1	True	34.0	5.0	28.0	50.0	1.0	2	2	Россия, Санкт-Петербург, Кронштадтская улица, 13	3258184699829490535
5141797489724314464	2017-04-14T00:00:00+03:00	2017-05-06T00:00:00+03:00	23000.0	2	False	2	False	50.0	6.0	44.0		0.0	2	2	Россия, Санкт-Петербург, Светлановский проспект, 29	8756053543681705739
236598655595779591	2017-12-03T00:00:00+03:00	2018-07-22T00:00:00+03:00	14000.0	15	False	1	False	43.0	12.0	16.0	50.0	11.0	2	2	Россия, Ленинградская область, Всеволожский район, посёлок Мурино, улица Шоссе в Лаврики, 85	232500433452710333
7621245106465357558	2017-11-16T00:00:00+03:00	2018-03-12T00:00:00+03:00	6950000.0	8	False	2	False	58.8	9.3	32.0	0.0		1	2	Россия, Санкт-Петербург, Бухарестская улица, 146к3	6088926321586030669
4397025891302477569	2017-03-27T00:00:00+03:00	2018-05-09T00:00:00+03:00	3650000.0	2	False	2	False	48.0	8.0	30.0		11.0	1	2	Россия, Санкт-Петербург, Колпинский район, посёлок Металлострой, улица Богайчука, 4	966586985635712919
4894040340611734016	2016-12-14T00:00:00+03:00	2017-01-18T00:00:00+03:00	17000.0	4	False	0	True	25.0		17.0		3.0	2	2	Россия, Ленинградская область, Всеволожский район, Заневское городское поселение, деревня Кудрово, Европейский проспект, 13к4	7076615050583061360
5614191350074803284	2017-01-01T00:00:00+03:00	2017-01-27T00:00:00+03:00	3672000.0	13	False	1	False	43.5	13.2	16.6		0.0	1	2	Россия, Санкт-Петербург, Екатерининский проспект, 2	3676876183294486866
2746537	2014-11-27T00:00:00+03:00	2018-08-02T00:00:00+03:00	6700000.0	2	False	3	False	74.0	10.6	46.0		3.0	1	2	Россия, Санкт-Петербург, Серебристый бульвар, 27к2	6737133099650362063
2600221769289090817	2017-12-08T00:00:00+03:00	2017-12-13T00:00:00+03:00	15000.0	1	False	0	True	26.0		15.0	50.0		2	2	Россия, Санкт-Петербург, Октябрьская набережная, 26к3	6392621326410641273
3375339907000692116	2017-02-24T00:00:00+03:00	2017-02-27T00:00:00+03:00	30000.0	7	False	3	False	75.0	12.0	52.0	100.0	0.0	2	2	Россия, Санкт-Петербург, Суздальский проспект, 9	8033807203297768689
3756518448260334848	2018-06-29T00:00:00+03:00	2018-08-10T00:00:00+03:00	15000.0	2	False	1	False	33.0					2	2	Россия, Ленинградская область, Всеволожский район, Заневское городское поселение, городской посёлок Янино-1, Голландская улица, 6	2063378344534635991
299345699813351680	2016-04-20T00:00:00+03:00	2016-05-10T00:00:00+03:00	18000.0	4	False	1	True	29.0			40.0	3.0	2	2	Россия, Ленинградская область, Всеволожский район, поселок Мурино, Привокзальная площадь, 1Ак1	3861208821499201088
5867283855211869341	2015-09-30T00:00:00+03:00	2016-11-24T00:00:00+03:00	5884623.0	8	False	3	False	80.6	15.6	44.4		0.0	1	2	Россия, Санкт-Петербург, Русановская улица, 19к2Б	555990634595234380
7160077431491259648	2014-11-27T00:00:00+03:00	2017-05-04T00:00:00+03:00	12800000.0	8	False	3	False	96.5	12.0	53.0		10.0	1	2	Россия, Санкт-Петербург, Ланское шоссе, 14к1	1704037002400634187
3376106656010911193	2016-12-14T00:00:00+03:00	2017-05-28T00:00:00+03:00	80000.0	5	False	3	False	119.0	15.0	61.0	100.0	0.0	2	2	Россия, Санкт-Петербург, Невский проспект, 65	5857261474356074193
3926408100752448513	2018-03-04T00:00:00+03:00	2018-04-03T00:00:00+03:00	25000.0	13	False	1	False	43.2					2	2	Россия, Санкт-Петербург, Ленинский проспект, 74к3	1861668167106591962
7600806426268447553	2018-01-01T00:00:00+03:00	2018-01-06T00:00:00+03:00	2700000.0	8	False	0	True	25.7		18.5	0.0	2.0	1	2	Россия, Санкт-Петербург, Екатерининский проспект, 4к3	8296850006231996531
7340091001890566924	2017-07-12T00:00:00+03:00	2018-06-05T00:00:00+03:00	750000.0	1	False	2	False	45.4	6.0	31.0	100.0		1	2	Россия, Ленинградская область, Сланцевское городское поселение, Сланцы, улица Кирова, 46В	1340925602348884227
1103763283223147264	2017-01-28T00:00:00+03:00	2017-01-31T00:00:00+03:00	20000.0	2	False	2	False	47.0	7.0	29.0	50.0	3.0	2	2	Россия, Санкт-Петербург, улица Маршала Захарова, 33к1	6700167350879722056
7522066673829482618	2016-11-01T00:00:00+03:00	2017-03-23T00:00:00+03:00	2990000.0	6	False	1	False	30.1	6.3	17.7		0.0	1	2	Россия, Санкт-Петербург, улица Партизана Германа, 9	4782022305957677109
3498204831094341494	2016-11-10T00:00:00+03:00	2017-03-25T00:00:00+03:00	45000.0	4	False	2	False	61.0	30.0	18.0	100.0	0.0	2	2	Россия, Санкт-Петербург, Киевская улица, 6к2	5940589891640651181
8256452764420116355	2017-08-07T00:00:00+03:00	2017-12-06T00:00:00+03:00	1950000.0	4	False	0	True	26.0		15.0	0.0	11.0	1	2	Россия, Ленинградская область, Кировск, Набережная улица, 17	7254574788911576230
6300431560588389609	2016-12-12T00:00:00+03:00	2017-06-25T00:00:00+03:00	9150000.0	5	False	2	False	61.8	11.9	36.5		0.0	1	2	Россия, Санкт-Петербург, улица Брянцева, 13к1	3244528871993951875
6298002472117507979	2018-05-17T00:00:00+03:00	2018-08-17T00:00:00+03:00	3247331.0	24	False	1	False	36.45	8.2	17.74		4.0	1	2	Россия, Ленинградская область, Всеволожский район, Заневское городское поселение, Кудрово, Европейский проспект	335942879113531566
5152264856294084080	2018-07-16T00:00:00+03:00	2018-08-08T00:00:00+03:00	30000.0	5	False	3	False	65.0	10.0	45.0	100.0		2	2	Россия, Санкт-Петербург, улица Софьи Ковалевской, 7к2	1913191560828148220
5374108062001485067	2015-07-13T00:00:00+03:00	2016-04-05T00:00:00+03:00	3950000.0	3	False	1	False	38.0	6.6	20.5		0.0	1	2	Россия, Санкт-Петербург, Опочинина улица, 27	5994802746911685455
7171708842179646976	2017-10-18T00:00:00+03:00	2017-11-21T00:00:00+03:00	20000.0	8	False	1	False	35.0	10.0	16.0	50.0	0.0	2	2	Россия, Ленинградская область, Всеволожский район, Заневское городское поселение, деревня Кудрово, Столичная улица, 5к2	6486121932068647776
2554639205110862937	2016-08-05T00:00:00+03:00	2017-08-09T00:00:00+03:00	7960000.0	5	False	3	False	80.7	9.0	57.1		0.0	1	2	Россия, Санкт-Петербург, Варшавская улица, 112к1	400253129883432827
180937727290409334	2016-08-06T00:00:00+03:00	2017-03-02T00:00:00+03:00	900000.0	2	False	2	False	54.0	8.6	30.0		0.0	1	2	Россия, Ленинградская область, Лужский район, деревня Ям-Тесово, 9	1029930645156949248
9069199666260198397	2015-11-25T00:00:00+03:00	2017-05-20T00:00:00+03:00	4400000.0	2	False	3	False	58.0	6.0	46.0		0.0	1	2	Россия, Санкт-Петербург, улица Пилотов, 23	4744978310967940951
7215784984585825792	2016-03-15T00:00:00+03:00	2016-05-23T00:00:00+03:00	15000.0	5	False	1	False	40.0	11.0		100.0	11.0	2	2	Россия, Ленинградская область, Всеволожский район, поселок Мурино, бульвар Менделеева, 9к2	8038580170865319838
8462871159766200808	2015-12-01T00:00:00+03:00	2018-04-24T00:00:00+03:00	30000.0	12	False	1	False	50.0	8.0	30.0	90.0		2	2	Россия, Санкт-Петербург, улица Щербакова, 11	4225770778620299363
7340091001889673255	2017-11-23T00:00:00+03:00	2018-08-18T00:00:00+03:00	450000.0	2	False	2	False	44.4	7.8	25.0	100.0		1	2	Россия, Ленинградская область, Подпорожский район, Вознесенское городское поселение, посёлок городского типа Вознесенье, Пионерская улица, 57	5798398556040616833
5867283855212085784	2015-12-25T00:00:00+03:00	2017-11-16T00:00:00+03:00	24000000.0	1	False	2	False	71.2	24.0	30.3		0.0	1	2	Россия, Санкт-Петербург, Зеленогорск, Приморское шоссе, 502АА	4899422522296834316
1181924047632904960	2017-10-13T00:00:00+03:00	2018-07-05T00:00:00+03:00	20000.0	4	False	2	False	46.0	7.0	29.0	50.0	11.0	2	2	Россия, Санкт-Петербург, Суздальский проспект, 5к1	8697044515146446722
2939690758598807809	2016-11-14T00:00:00+03:00	2017-01-12T00:00:00+03:00	75000.0	3	False	3	False	80.0		60.0	50.0	0.0	2	2	Россия, Санкт-Петербург, Дегтярная улица, 23	1645769905590518294
898250032141320449	2016-04-25T00:00:00+03:00	2017-01-01T00:00:00+03:00	26800000.0	2	True	0	False	197.0		105.4		10.0	1	2	Россия, Санкт-Петербург, набережная канала Грибоедова, 33	3976567739161800291
5283730787121067167	2015-05-12T00:00:00+03:00	2017-05-02T00:00:00+03:00	7191548.0	25	False	3	False	85.9	13.7	47.4		0.0	1	2	Россия, Ленинградская область, Всеволожский район, Заневское городское поселение, деревня Кудрово, Областная улица, 1	2363012398584709472
5592490235565260144	2018-02-27T00:00:00+03:00	2018-07-10T00:00:00+03:00	5530000.0	15	False	1	False	46.4	18.8	11.6			1	2	Россия, Санкт-Петербург, Складская улица, 5	5435319430967244279
5152214338702390224	2018-06-22T00:00:00+03:00	2018-08-20T00:00:00+03:00	4990000.0	9	False	1	False	40.0	11.0	23.0		1.0	1	2	Россия, Санкт-Петербург, Учебный переулок, 8к3	3603962364551559
3283461038141283072	2015-05-28T00:00:00+03:00	2018-02-19T00:00:00+03:00	10500000.0	3	False	3	False	116.0	14.6	68.0		2.0	1	2	Россия, Ленинградская область, Выборг, улица Северный Вал, 3	1819714536393600414
2426234688895854080	2017-03-27T00:00:00+03:00	2017-04-04T00:00:00+03:00	25000.0	5	False	3	False	78.0	9.0	44.0	100.0	11.0	2	2	Россия, Санкт-Петербург, Большой Сампсониевский проспект, 75	3378183817201681144
5660553206729772079	2017-01-31T00:00:00+03:00	2017-02-04T00:00:00+03:00	2858000.0	6	False	1	False	37.05	9.99	11.49		0.0	1	2	Россия, Санкт-Петербург, улица Савушкина, 7	523651347712754416
2871438606863015681	2017-06-08T00:00:00+03:00	2017-06-22T00:00:00+03:00	40000.0	2	False	3	False	62.0	8.0	43.0	60.0	0.0	2	2	Россия, Санкт-Петербург, проспект Космонавтов, 29к3	9137473764455309276
6279179249430221346	2017-05-26T00:00:00+03:00	2018-08-20T00:00:00+03:00	4910814.0	5	False	1	False	43.1	12.3	17.41			1	2	Россия, Санкт-Петербург, Пушкин, Камероновская улица, 10с2	3141141319907197483
1734857273491912193	2017-01-11T00:00:00+03:00	2017-01-23T00:00:00+03:00	21000.0	9	False	1	False	43.0	12.0	18.0	50.0	3.0	2	2	Россия, Санкт-Петербург, улица Вавиловых, 9к5	7829185807584380385
2278109204199497216	2018-03-12T00:00:00+03:00	2018-03-26T00:00:00+03:00	25000.0	7	False	2	False	55.0	8.0	32.0	50.0	7.0	2	2	Россия, Санкт-Петербург, Дунайский проспект, 7	2457965249866474082
9174606537143940535	2016-07-28T00:00:00+03:00	2016-12-20T00:00:00+03:00	4600000.0	5	False	2	False	50.7	10.1	27.0		0.0	1	2	Россия, Санкт-Петербург, Малая Балканская улица, 60к1	5714983000624923484
5175901685916326475	2015-12-13T00:00:00+03:00	2018-07-30T00:00:00+03:00	25000.0	4	False	1	False	43.0	11.0	22.0	100.0		2	2	Россия, Санкт-Петербург, улица Ворошилова, 25к2	2769080952289966032
7556463819198474753	2018-02-01T00:00:00+03:00	2018-03-15T00:00:00+03:00	4950000.0	8	False	1	False	47.0	18.0	14.0		3.0	1	2	Россия, Санкт-Петербург, Вилькицкий бульвар, 4	3565829541090307239
576888649809228033	2018-02-27T00:00:00+03:00	2018-06-22T00:00:00+03:00	8100000.0	10	False	3	False	93.0	15.0	53.8			1	2	Россия, Санкт-Петербург, Бестужевская улица, 7к3	7515042099311896469
244177486746198342	2017-09-21T00:00:00+03:00	2018-08-20T00:00:00+03:00	1681650.0	3	False	1	False	30.3	8.6	14.0			1	2	Россия, Ленинградская область, Тосненский район, Фёдоровское городское поселение, городской посёлок Фёдоровское, Почтовая улица, 11Ак2	3823895395755095785
1355561049307009537	2018-03-15T00:00:00+03:00	2018-04-14T00:00:00+03:00	18000.0	12	False	1	False	38.5					2	2	Россия, Ленинградская область, Всеволожский район, посёлок Мурино, Воронцовский бульвар, 4	8372601063222427490
4283423420004418817	2017-07-17T00:00:00+03:00	2018-02-08T00:00:00+03:00	4598000.0	5	False	2	False	54.0	8.0	29.0		3.0	1	2	Россия, Санкт-Петербург, Пушкин, Железнодорожная улица, 40	5547720734390960472
7340091001890593986	2017-06-17T00:00:00+03:00	2018-05-25T00:00:00+03:00	3170000.0	9	False	1	False	32.0	6.0	18.0	100.0		1	2	Россия, Санкт-Петербург, Серебристый бульвар, 24к2	6737133099650359180
7569506429740884297	2015-06-11T00:00:00+03:00	2018-04-12T00:00:00+03:00	24000.0	5	False	2	False	55.0	8.0	34.0	50.0		2	2	Россия, Санкт-Петербург, Пушкин, улица Генерала Хазова, 16	5095998402263564587
3498204831175851586	2016-12-23T00:00:00+03:00	2017-02-10T00:00:00+03:00	40000.0	14	False	2	False	62.0	7.0	37.0	100.0	0.0	2	2	Россия, Санкт-Петербург, шоссе Революции, 18к2	5249195950077670772
4842857800067549356	2016-10-25T00:00:00+03:00	2017-03-20T00:00:00+03:00	3100000.0	7	False	1	False	30.0	7.3	15.5		0.0	1	2	Россия, Санкт-Петербург, Светлановский проспект, 35	8756053543681705712
1341437968122960518	2016-02-21T00:00:00+03:00	2016-03-20T00:00:00+03:00	3350000.0	16	False	1	False	30.0	5.0	23.0		0.0	1	2	Россия, Санкт-Петербург, Ленинский проспект, 80к1	1861668167106617907
6331417027939620097	2016-07-18T00:00:00+03:00	2016-09-26T00:00:00+03:00	3550000.0	5	False	2	False	45.0	8.2	28.0		3.0	1	2	Россия, Санкт-Петербург, проспект Энергетиков, 68	8559021731583808643
5592490235567074507	2016-10-29T00:00:00+03:00	2018-08-20T00:00:00+03:00	4300000.0	10	False	1	False	35.2	8.5	18.4			1	2	Россия, Санкт-Петербург, Петродворцовый район, посёлок Стрельна, Львовская улица, 19к2	4086601086052285691
4338176358004652048	2016-03-17T00:00:00+03:00	2016-08-04T00:00:00+03:00	5600985.0	2	False	1	False	69.69	49.05	12.03		6.0	1	2	Россия, Ленинградская область, Всеволожский район, поселок Мурино, бульвар Менделеева, 1	1025719059393831006
8627154849806528256	2018-07-02T00:00:00+03:00	2018-08-12T00:00:00+03:00	2980000.0	4	False	1	False	30.7	6.2	17.8			1	2	Россия, Санкт-Петербург, улица Маршала Захарова, 9	7489062784202146520
2502690616461515521	2018-08-09T00:00:00+03:00	2018-08-20T00:00:00+03:00	33000.0	5	False	2	False	67.0					2	2	Россия, Санкт-Петербург, Пулковская улица, 1к2	7607343749731176308
